col,Class,Clip,Label
2626,Church bells,5-197988-A.ogg,9
2627,Chainsaw,5-216370-A.ogg,7
2628,Frog,5-156026-B.ogg,26
2629,Clock alarm,2-104476-A.ogg,11
2630,Door - wood creaks,3-101381-B.ogg,20
2631,Glass breaking,1-85184-A.ogg,27
2632,Clock alarm,4-189332-A.ogg,11
2633,Washing machine,2-59241-A.ogg,48
2634,Church bells,3-87936-B.ogg,9
2635,Brushing teeth,2-82071-A.ogg,3
2636,Hand saw,2-135860-A.ogg,28
2637,Rain,3-142006-A.ogg,37
2638,Crying baby,5-151085-A.ogg,18
2639,Door knock,5-218981-A.ogg,21
2640,Church bells,4-150364-A.ogg,9
2641,Frog,2-32515-B.ogg,26
2642,Keyboard typing,2-118817-A.ogg,32
2643,Washing machine,5-245040-A.ogg,48
2644,Water drops,5-262641-A.ogg,49
2645,Thunderstorm,4-156993-A.ogg,44
2646,Helicopter,4-193480-A.ogg,29
2647,Breathing,3-151206-A.ogg,2
2648,Pouring water,2-102414-F.ogg,36
2649,Can opening,5-221878-A.ogg,4
2650,Pouring water,3-142349-A.ogg,36
2651,Frog,1-18755-B.ogg,26
2652,Rooster,2-95035-A.ogg,38
2653,Sea waves,4-167063-B.ogg,39
2654,Clock tick,5-212181-A.ogg,12
2655,Insects (flying),4-182314-A.ogg,31
2656,Clapping,2-76408-D.ogg,10
2657,Drinking - sipping,2-102581-B.ogg,22
2658,Pig,1-208757-D.ogg,35
2659,Pig,2-158746-A.ogg,35
2660,Church bells,4-147658-A.ogg,9
2661,Mouse click,1-99958-A.ogg,34
2662,Coughing,5-209719-A.ogg,13
2663,Frog,3-83527-A.ogg,26
2664,Dog,2-122104-A.ogg,19
2665,Rain,2-117625-A.ogg,37
2666,Airplane,5-251957-A.ogg,1
2667,Rain,1-56311-A.ogg,37
2668,Toilet flush,2-74977-A.ogg,45
2669,Dog,4-194754-A.ogg,19
2670,Toilet flush,1-20736-A.ogg,45
2671,Door - wood creaks,4-132839-A.ogg,20
2672,Crickets,3-146033-A.ogg,16
2673,Clock tick,2-127108-A.ogg,12
2674,Thunderstorm,2-39443-A.ogg,44
2675,Footsteps,4-117630-A.ogg,25
2676,Door - wood creaks,4-107117-A.ogg,20
2677,Rooster,3-145382-A.ogg,38
2678,Clock tick,1-57163-A.ogg,12
2679,Wind,5-179496-B.ogg,50
2680,Drinking - sipping,3-169907-A.ogg,22
2681,Chirping birds,5-257839-A.ogg,8
2682,Vacuum cleaner,3-159346-A.ogg,47
2683,Water drops,2-64962-A.ogg,49
2684,Airplane,3-115387-B.ogg,1
2685,Can opening,5-250753-A.ogg,4
2686,Frog,3-71964-C.ogg,26
2687,Engine,4-171652-A.ogg,23
2688,Chirping birds,4-187769-A.ogg,8
2689,Insects (flying),4-191246-B.ogg,31
2690,Sneezing,5-202220-A.ogg,42
2691,Clock tick,1-21935-A.ogg,12
2692,Airplane,4-161100-A.ogg,1
2693,Crying baby,4-185575-A.ogg,18
2694,Pouring water,4-168868-A.ogg,36
2695,Dog,1-32318-A.ogg,19
2696,Train,5-197121-B.ogg,46
2697,Crackling fire,3-158476-A.ogg,15
2698,Brushing teeth,4-144468-B.ogg,3
2699,Church bells,2-61618-A.ogg,9
2700,Drinking - sipping,5-259640-A.ogg,22
2701,Siren,2-43806-A.ogg,41
2702,Door knock,5-251426-A.ogg,21
2703,Water drops,3-156907-A.ogg,49
2704,Cow,4-213915-A.ogg,14
2705,Breathing,2-50774-A.ogg,2
2706,Sea waves,2-137162-A.ogg,39
2707,Mouse click,4-204683-A.ogg,34
2708,Rain,1-63871-A.ogg,37
2709,Church bells,3-98869-A.ogg,9
2710,Rain,5-193339-A.ogg,37
2711,Coughing,2-123896-A.ogg,13
2712,Crying baby,5-198411-B.ogg,18
2713,Crickets,3-129338-A.ogg,16
2714,Thunderstorm,4-161519-A.ogg,44
2715,Hen,2-134049-A.ogg,30
2716,Rain,2-87781-A.ogg,37
2717,Washing machine,3-135469-A.ogg,48
2718,Engine,2-106487-A.ogg,23
2719,Pouring water,2-102414-F.ogg,36
2720,Helicopter,5-177957-D.ogg,29
2721,Brushing teeth,5-185516-A.ogg,3
2722,Brushing teeth,4-172500-C.ogg,3
2723,Chainsaw,5-171653-A.ogg,7
2724,Vacuum cleaner,3-159348-A.ogg,47
2725,Crickets,1-80841-A.ogg,16
2726,Hen,5-244315-B.ogg,30
2727,Clapping,2-25292-A.ogg,10
2728,Crying baby,5-198411-A.ogg,18
2729,Sea waves,1-91359-A.ogg,39
2730,Snoring,2-117330-A.ogg,43
2731,Airplane,5-251971-A.ogg,1
2732,Crickets,2-110613-A.ogg,16
2733,Engine,3-146186-A.ogg,23
2734,Door - wood creaks,1-51805-H.ogg,20
2735,Train,4-165791-B.ogg,46
2736,Rooster,2-81270-A.ogg,38
2737,Thunderstorm,1-24524-A.ogg,44
2738,Engine,2-106487-A.ogg,23
2739,Keyboard typing,3-132830-A.ogg,32
2740,Engine,3-141240-A.ogg,23
2741,Crow,3-112397-A.ogg,17
2742,Glass breaking,1-84536-A.ogg,27
2743,Mouse click,1-85123-A.ogg,34
2744,Snoring,3-130998-B.ogg,43
2745,Pouring water,5-207781-A.ogg,36
2746,Airplane,5-215445-A.ogg,1
2747,Hand saw,4-102844-A.ogg,28
2748,Siren,2-70936-A.ogg,41
2749,Door - wood creaks,5-187444-A.ogg,20
2750,Cow,4-181955-B.ogg,14
2751,Chirping birds,3-156581-A.ogg,8
2752,Hen,4-232495-A.ogg,30
2753,Vacuum cleaner,4-172732-A.ogg,47
2754,Water drops,3-164595-A.ogg,49
2755,Laughing,1-30043-A.ogg,33
2756,Hen,3-164216-C.ogg,30
2757,Brushing teeth,2-73544-A.ogg,3
2758,Door knock,2-118625-A.ogg,21
2759,Pig,5-103415-A.ogg,35
2760,Cow,3-126358-B.ogg,14
2761,Train,2-135649-B.ogg,46
2762,Pig,1-208757-A.ogg,35
2763,Glass breaking,1-84705-A.ogg,27
2764,Clock alarm,1-72195-A.ogg,11
2765,Airplane,4-161103-A.ogg,1
2766,Clock tick,4-194711-A.ogg,12
2767,Car horn,4-176631-A.ogg,5
2768,Clock alarm,5-233645-A.ogg,11
2769,Rooster,4-164064-A.ogg,38
2770,Engine,3-141240-B.ogg,23
2771,Snoring,2-114609-B.ogg,43
2772,Engine,4-201988-A.ogg,23
2773,Sea waves,4-167063-C.ogg,39
2774,Engine,2-106015-A.ogg,23
2775,Chirping birds,1-38560-A.ogg,8
2776,Toilet flush,2-67422-A.ogg,45
2777,Train,2-122067-B.ogg,46
2778,Train,5-197121-A.ogg,46
2779,Vacuum cleaner,3-159346-B.ogg,47
2780,Brushing teeth,3-118069-A.ogg,3
2781,Clock tick,3-170377-A.ogg,12
2782,Snoring,3-124795-A.ogg,43
2783,Engine,1-50455-A.ogg,23
2784,Drinking - sipping,5-207836-C.ogg,22
2785,Hen,4-197103-A.ogg,30
2786,Cow,3-152039-A.ogg,14
2787,Sea waves,3-155642-B.ogg,39
2788,Footsteps,3-94342-A.ogg,25
2789,Vacuum cleaner,4-172733-A.ogg,47
2790,Drinking - sipping,5-243635-A.ogg,22
2791,Sneezing,4-156844-A.ogg,42
2792,Clock alarm,1-96890-A.ogg,11
2793,Footsteps,4-194979-A.ogg,25
2794,Brushing teeth,2-94230-A.ogg,3
2795,Hen,2-75726-A.ogg,30
2796,Cat,5-214759-A.ogg,6
2797,Sneezing,2-82538-A.ogg,42
2798,Hen,3-187549-A.ogg,30
2799,Church bells,5-201170-A.ogg,9
2800,Drinking - sipping,2-94807-A.ogg,22
2801,Keyboard typing,5-223099-B.ogg,32
2802,Frog,5-156026-B.ogg,26
2803,Breathing,2-84965-A.ogg,2
2804,Water drops,5-241846-A.ogg,49
2805,Pig,3-233151-A.ogg,35
2806,Crackling fire,4-171207-A.ogg,15
2807,Clock tick,1-48413-A.ogg,12
2808,Chainsaw,2-77945-B.ogg,7
2809,Car horn,5-179865-A.ogg,5
2810,Mouse click,5-237315-A.ogg,34
2811,Sea waves,2-132157-A.ogg,39
2812,Helicopter,2-37806-B.ogg,29
2813,Toilet flush,2-67422-A.ogg,45
2814,Breathing,2-98392-A.ogg,2
2815,Dog,2-118072-A.ogg,19
2816,Pouring water,3-154439-A.ogg,36
2817,Rooster,5-234879-B.ogg,38
2818,Dog,3-170015-A.ogg,19
2819,Hen,4-253649-A.ogg,30
2820,Laughing,2-60794-A.ogg,33
2821,Drinking - sipping,1-56270-A.ogg,22
2822,Train,3-135650-A.ogg,46
2823,Clapping,5-221950-A.ogg,10
2824,Wind,5-157204-A.ogg,50
2825,Door - wood creaks,1-51805-A.ogg,20
2826,Chainsaw,5-170338-B.ogg,7
2827,Church bells,2-77347-A.ogg,9
2828,Helicopter,4-175000-C.ogg,29
2829,Crickets,5-210540-A.ogg,16
2830,Cat,2-69131-A.ogg,6
2831,Insects (flying),1-19501-A.ogg,31
2832,Toilet flush,1-30214-A.ogg,45
2833,Mouse click,5-219318-A.ogg,34
2834,Glass breaking,1-84536-A.ogg,27
2835,Crying baby,2-80482-A.ogg,18
2836,Crow,1-103298-A.ogg,17
2837,Clapping,1-115921-A.ogg,10
2838,Siren,1-54084-A.ogg,41
2839,Breathing,4-205526-B.ogg,2
2840,Dog,1-85362-A.ogg,19
2841,Crow,3-121348-A.ogg,17
2842,Breathing,3-166125-B.ogg,2
2843,Footsteps,2-209477-A.ogg,25
2844,Can opening,4-212728-A.ogg,4
2845,Drinking - sipping,1-17295-A.ogg,22
2846,Siren,1-76831-D.ogg,41
2847,Crackling fire,1-46272-A.ogg,15
2848,Chainsaw,3-165856-A.ogg,7
2849,Helicopter,3-154926-B.ogg,29
2850,Vacuum cleaner,3-159347-A.ogg,47
2851,Brushing teeth,1-68628-A.ogg,3
2852,Church bells,3-111102-B.ogg,9
2853,Clock alarm,1-72195-B.ogg,11
2854,Crying baby,1-211527-A.ogg,18
2855,Snoring,5-249748-A.ogg,43
2856,Wind,1-137296-A.ogg,50
2857,Siren,3-62878-B.ogg,41
2858,Glass breaking,5-260432-A.ogg,27
2859,Brushing teeth,3-126391-A.ogg,3
2860,Footsteps,4-218304-A.ogg,25
2861,Chainsaw,2-50668-A.ogg,7
2862,Drinking - sipping,2-122763-A.ogg,22
2863,Washing machine,1-23996-B.ogg,48
2864,Clock tick,1-21934-A.ogg,12
2865,Airplane,5-251971-A.ogg,1
2866,Wind,2-104952-A.ogg,50
2867,Clock tick,2-131943-A.ogg,12
2868,Hand saw,3-96606-B.ogg,28
2869,Keyboard typing,1-79711-A.ogg,32
2870,Siren,4-102871-A.ogg,41
2871,Church bells,1-21421-A.ogg,9
2872,Washing machine,3-182710-B.ogg,48
2873,Engine,3-154758-A.ogg,23
2874,Brushing teeth,5-180229-A.ogg,3
2875,Cow,3-124376-A.ogg,14
2876,Clapping,2-76408-B.ogg,10
2877,Engine,2-106015-A.ogg,23
2878,Door - wood creaks,1-51805-D.ogg,20
2879,Cat,2-69131-B.ogg,6
2880,Chirping birds,1-46040-A.ogg,8
2881,Pouring water,2-102414-A.ogg,36
2882,Pig,5-103416-A.ogg,35
2883,Fireworks,4-119647-C.ogg,24
2884,Sea waves,3-187710-A.ogg,39
2885,Laughing,2-109759-B.ogg,33
2886,Siren,5-117120-A.ogg,41
2887,Crow,4-136381-A.ogg,17
2888,Snoring,3-124795-A.ogg,43
2889,Footsteps,3-249913-A.ogg,25
2890,Crackling fire,2-18766-B.ogg,15
2891,Mouse click,4-204612-A.ogg,34
2892,Coughing,2-87795-A.ogg,13
2893,Laughing,3-132747-A.ogg,33
2894,Crying baby,4-59579-A.ogg,18
2895,Siren,2-70939-A.ogg,41
2896,Airplane,4-161099-B.ogg,1
2897,Sheep,4-250864-A.ogg,40
2898,Footsteps,5-263491-A.ogg,25
2899,Wind,2-109371-B.ogg,50
2900,Train,2-262579-A.ogg,46
2901,Clock alarm,5-250629-A.ogg,11
2902,Crickets,3-129338-A.ogg,16
2903,Airplane,3-193767-A.ogg,1
2904,Door knock,2-140841-A.ogg,21
2905,Breathing,5-235593-A.ogg,2
2906,Cow,2-104877-A.ogg,14
2907,Washing machine,2-121909-A.ogg,48
2908,Clock tick,5-210571-A.ogg,12
2909,Train,2-135649-A.ogg,46
2910,Sheep,5-200329-A.ogg,40
2911,Crow,1-96950-A.ogg,17
2912,Hand saw,1-46353-A.ogg,28
2913,Cow,5-194899-A.ogg,14
2914,Clapping,4-189836-A.ogg,10
2915,Can opening,1-68734-A.ogg,4
2916,Mouse click,2-146877-A.ogg,34
2917,Thunderstorm,3-103051-A.ogg,44
2918,Church bells,5-198373-A.ogg,9
2919,Washing machine,1-27166-A.ogg,48
2920,Rooster,2-100786-A.ogg,38
2921,Can opening,5-236299-A.ogg,4
2922,Chirping birds,1-38559-A.ogg,8
2923,Sneezing,5-194533-A.ogg,42
2924,Car horn,1-254507-A.ogg,5
2925,Chainsaw,4-157611-B.ogg,7
2926,Coughing,1-53663-A.ogg,13
2927,Drinking - sipping,5-207836-D.ogg,22
2928,Thunderstorm,4-156993-A.ogg,44
2929,Pig,2-37870-A.ogg,35
2930,Chirping birds,1-38559-A.ogg,8
2931,Rooster,1-44831-A.ogg,38
2932,Engine,2-107228-A.ogg,23
2933,Car horn,3-174840-A.ogg,5
2934,Crackling fire,2-28314-B.ogg,15
2935,Vacuum cleaner,1-100210-B.ogg,47
2936,Rooster,2-95258-A.ogg,38
2937,Laughing,3-126113-A.ogg,33
2938,Rooster,4-164064-C.ogg,38
2939,Keyboard typing,5-222894-A.ogg,32
2940,Hand saw,5-253101-A.ogg,28
2941,Water drops,5-261433-A.ogg,49
2942,Chirping birds,3-155583-A.ogg,8
2943,Coughing,4-154443-A.ogg,13
2944,Rooster,3-137152-A.ogg,38
2945,Insects (flying),3-104761-B.ogg,31
2946,Engine,3-115382-A.ogg,23
2947,Fireworks,4-119648-B.ogg,24
2948,Rooster,4-164021-A.ogg,38
2949,Door knock,1-81001-B.ogg,21
2950,Coughing,3-151212-A.ogg,13
2951,Coughing,2-123896-A.ogg,13
2952,Hen,2-72268-A.ogg,30
2953,Crickets,3-163607-B.ogg,16
2954,Snoring,3-124958-A.ogg,43
2955,Crackling fire,2-28314-B.ogg,15
2956,Snoring,5-235874-A.ogg,43
2957,Thunderstorm,4-125071-A.ogg,44
2958,Engine,4-186940-A.ogg,23
2959,Toilet flush,1-53670-A.ogg,45
2960,Church bells,3-139109-A.ogg,9
2961,Vacuum cleaner,3-152020-B.ogg,47
2962,Cat,1-56380-A.ogg,6
2963,Siren,3-62878-B.ogg,41
2964,Airplane,4-251959-A.ogg,1
2965,Sheep,5-198891-B.ogg,40
2966,Car horn,2-54086-A.ogg,5
2967,Clock alarm,1-13613-A.ogg,11
2968,Fireworks,3-172881-A.ogg,24
2969,Dog,3-136288-A.ogg,19
2970,Toilet flush,1-51170-A.ogg,45
2971,Cow,3-152039-A.ogg,14
2972,Airplane,1-43807-D.ogg,1
2973,Crackling fire,1-17808-A.ogg,15
2974,Toilet flush,3-93010-A.ogg,45
2975,Crickets,4-202749-A.ogg,16
2976,Mouse click,5-223103-A.ogg,34
2977,Cow,3-160993-A.ogg,14
2978,Chirping birds,3-155578-A.ogg,8
2979,Helicopter,5-177957-C.ogg,29
2980,Brushing teeth,3-100024-B.ogg,3
2981,Chainsaw,5-171653-A.ogg,7
2982,Vacuum cleaner,4-194680-A.ogg,47
2983,Rain,5-202898-A.ogg,37
2984,Siren,5-133989-A.ogg,41
2985,Cow,5-253085-B.ogg,14
2986,Crow,1-56234-A.ogg,17
2987,Coughing,1-52323-A.ogg,13
2988,Frog,3-71964-A.ogg,26
2989,Clapping,2-60900-A.ogg,10
2990,Helicopter,3-154926-A.ogg,29
2991,Vacuum cleaner,2-106073-A.ogg,47
2992,Engine,5-232272-A.ogg,23
2993,Door - wood creaks,4-108352-A.ogg,20
2994,Insects (flying),4-191246-A.ogg,31
2995,Insects (flying),3-110913-D.ogg,31
2996,Mouse click,1-99958-A.ogg,34
2997,Cat,2-110011-A.ogg,6
2998,Frog,1-17970-A.ogg,26
2999,Hand saw,3-96606-A.ogg,28
3000,Chirping birds,5-242491-A.ogg,8
3001,Engine,1-50455-A.ogg,23
3002,Drinking - sipping,1-79146-A.ogg,22
3003,Can opening,2-85471-A.ogg,4
3004,Door knock,1-81001-B.ogg,21
3005,Hand saw,5-253101-A.ogg,28
3006,Chainsaw,5-222524-A.ogg,7
3007,Keyboard typing,1-94231-A.ogg,32
3008,Sheep,2-182508-A.ogg,40
3009,Airplane,2-96654-A.ogg,1
3010,Siren,5-133989-B.ogg,41
3011,Sneezing,1-26143-A.ogg,42
3012,Siren,3-51731-A.ogg,41
3013,Can opening,2-81190-A.ogg,4
3014,Hand saw,4-251645-A.ogg,28
3015,Mouse click,2-119139-A.ogg,34
3016,Pouring water,3-142349-A.ogg,36
3017,Cat,4-133047-C.ogg,6
3018,Can opening,5-221878-A.ogg,4
3019,Dog,2-114587-A.ogg,19
3020,Clapping,3-197435-A.ogg,10
3021,Crackling fire,5-193473-A.ogg,15
3022,Train,5-188796-A.ogg,46
3023,Glass breaking,5-221529-A.ogg,27
3024,Siren,3-51731-B.ogg,41
3025,Hen,2-75726-A.ogg,30
3026,Breathing,5-213293-A.ogg,2
3027,Glass breaking,5-233607-A.ogg,27
3028,Rain,3-132852-A.ogg,37
3029,Sheep,1-75190-A.ogg,40
3030,Sea waves,3-187710-A.ogg,39
3031,Frog,3-70962-A.ogg,26
3032,Hand saw,1-9886-A.ogg,28
3033,Clock tick,3-171012-A.ogg,12
3034,Car horn,1-19026-A.ogg,5
3035,Frog,2-32515-A.ogg,26
3036,Hen,1-31251-A.ogg,30
3037,Thunderstorm,5-188495-A.ogg,44
3038,Sheep,5-200329-A.ogg,40
3039,Pouring water,5-205589-B.ogg,36
3040,Water drops,2-139749-A.ogg,49
3041,Train,4-165791-A.ogg,46
3042,Breathing,4-171706-A.ogg,2
3043,Hen,3-164216-A.ogg,30
3044,Chainsaw,1-64398-A.ogg,7
3045,Chirping birds,3-155579-A.ogg,8
3046,Clock alarm,1-34853-A.ogg,11
3047,Church bells,2-57191-A.ogg,9
3048,Rain,3-142005-A.ogg,37
3049,Dog,1-59513-A.ogg,19
3050,Mouse click,1-95563-A.ogg,34
3051,Toilet flush,4-145006-A.ogg,45
3052,Airplane,3-128512-A.ogg,1
3053,Frog,5-187201-B.ogg,26
3054,Car horn,5-179860-A.ogg,5
3055,Sea waves,2-132157-A.ogg,39
3056,Clapping,5-209989-A.ogg,10
3057,Crickets,3-163607-B.ogg,16
3058,Cow,5-194899-B.ogg,14
3059,Brushing teeth,3-139331-A.ogg,3
3060,Can opening,1-58846-A.ogg,4
3061,Thunderstorm,4-125071-A.ogg,44
3062,Door - wood creaks,3-94355-A.ogg,20
3063,Fireworks,5-160614-D.ogg,24
3064,Church bells,1-13572-A.ogg,9
3065,Clock tick,4-194711-A.ogg,12
3066,Vacuum cleaner,2-106072-A.ogg,47
3067,Keyboard typing,4-177243-A.ogg,32
3068,Toilet flush,3-112356-A.ogg,45
3069,Thunderstorm,5-192191-A.ogg,44
3070,Clock alarm,4-209698-A.ogg,11
3071,Can opening,3-148932-A.ogg,4
3072,Insects (flying),1-46938-B.ogg,31
3073,Clock tick,4-175945-A.ogg,12
3074,Water drops,4-212604-B.ogg,49
3075,Can opening,5-244933-A.ogg,4
3076,Train,1-70300-A.ogg,46
3077,Helicopter,3-154926-A.ogg,29
3078,Door - wood creaks,1-51805-E.ogg,20
3079,Pouring water,4-180453-A.ogg,36
3080,Hand saw,4-251645-B.ogg,28
3081,Clapping,2-25292-A.ogg,10
3082,Wind,5-117773-A.ogg,50
3083,Brushing teeth,4-172500-A.ogg,3
3084,Water drops,2-139748-A.ogg,49
3085,Brushing teeth,1-17092-B.ogg,3
3086,Crying baby,5-198411-G.ogg,18
3087,Hand saw,1-7974-A.ogg,28
3088,Sea waves,4-195497-B.ogg,39
3089,Pig,4-132383-A.ogg,35
3090,Can opening,4-175025-A.ogg,4
3091,Hand saw,5-253094-A.ogg,28
3092,Wind,2-109371-B.ogg,50
3093,Cow,2-104877-A.ogg,14
3094,Sneezing,4-157297-A.ogg,42
3095,Crow,5-214869-A.ogg,17
3096,Coughing,2-87795-A.ogg,13
3097,Insects (flying),1-73585-A.ogg,31
3098,Hen,5-244315-C.ogg,30
3099,Airplane,3-115387-C.ogg,1
3100,Chainsaw,1-64398-B.ogg,7
3101,Rain,5-194892-A.ogg,37
3102,Airplane,4-161099-B.ogg,1
3103,Keyboard typing,2-118459-B.ogg,32
3104,Vacuum cleaner,3-152020-C.ogg,47
3105,Crackling fire,2-61311-A.ogg,15
3106,Drinking - sipping,5-259640-A.ogg,22
3107,Train,3-135650-B.ogg,46
3108,Insects (flying),4-130891-A.ogg,31
3109,Dog,3-136288-A.ogg,19
3110,Washing machine,4-218199-G.ogg,48
3111,Pouring water,4-182839-A.ogg,36
3112,Train,5-199284-B.ogg,46
3113,Keyboard typing,3-155570-A.ogg,32
3114,Sheep,5-198891-C.ogg,40
3115,Water drops,1-50623-A.ogg,49
3116,Dog,1-110389-A.ogg,19
3117,Chainsaw,4-149294-A.ogg,7
3118,Chainsaw,3-118972-A.ogg,7
3119,Engine,5-240671-A.ogg,23
3120,Hen,1-72229-B.ogg,30
3121,Insects (flying),3-110913-A.ogg,31
3122,Door - wood creaks,1-51805-D.ogg,20
3123,Mouse click,3-158056-B.ogg,34
3124,Vacuum cleaner,3-152020-B.ogg,47
3125,Crow,2-109231-C.ogg,17
3126,Water drops,1-23094-B.ogg,49
3127,Crow,5-213836-D.ogg,17
3128,Door - wood creaks,2-91912-A.ogg,20
3129,Church bells,1-40154-A.ogg,9
3130,Clapping,3-149465-A.ogg,10
3131,Glass breaking,4-204115-A.ogg,27
3132,Drinking - sipping,4-213193-A.ogg,22
3133,Clapping,1-94036-A.ogg,10
3134,Snoring,2-80313-A.ogg,43
3135,Door knock,5-256512-A.ogg,21
3136,Can opening,5-260011-A.ogg,4
3137,Crickets,2-106019-A.ogg,16
3138,Sneezing,2-109505-A.ogg,42
3139,Crow,4-156227-A.ogg,17
3140,Rooster,5-194930-B.ogg,38
3141,Clapping,4-189838-A.ogg,10
3142,Washing machine,2-121909-A.ogg,48
3143,Engine,2-106486-A.ogg,23
3144,Mouse click,5-238926-A.ogg,34
3145,Water drops,4-212604-A.ogg,49
3146,Sheep,3-140199-C.ogg,40
3147,Vacuum cleaner,2-106073-A.ogg,47
3148,Brushing teeth,3-112522-A.ogg,3
3149,Hen,3-164216-A.ogg,30
3150,Crackling fire,2-28314-B.ogg,15
3151,Sneezing,2-130978-A.ogg,42
3152,Coughing,5-178997-A.ogg,13
3153,Water drops,5-261439-A.ogg,49
3154,Cow,2-103424-A.ogg,14
3155,Washing machine,2-102568-A.ogg,48
3156,Keyboard typing,2-99796-A.ogg,32
3157,Helicopter,2-188822-D.ogg,29
3158,Church bells,2-77346-A.ogg,9
3159,Clapping,1-104089-A.ogg,10
3160,Cat,2-110010-A.ogg,6
3161,Insects (flying),1-80785-A.ogg,31
3162,Glass breaking,3-203373-A.ogg,27
3163,Chirping birds,3-181132-A.ogg,8
3164,Crackling fire,4-164661-B.ogg,15
3165,Hand saw,5-250258-A.ogg,28
3166,Sea waves,4-182613-B.ogg,39
3167,Sheep,3-197408-B.ogg,40
3168,Rooster,2-96460-A.ogg,38
3169,Cat,1-47819-C.ogg,6
3170,Engine,5-232272-A.ogg,23
3171,Keyboard typing,2-104168-A.ogg,32
3172,Mouse click,3-158056-B.ogg,34
3173,Crying baby,5-198411-F.ogg,18
3174,Sneezing,3-143119-A.ogg,42
3175,Glass breaking,1-85184-A.ogg,27
3176,Crow,2-109231-B.ogg,17
3177,Car horn,4-175846-A.ogg,5
3178,Snoring,5-249748-A.ogg,43
3179,Chainsaw,4-157611-A.ogg,7
3180,Sea waves,2-125966-A.ogg,39
3181,Frog,3-71964-A.ogg,26
3182,Door knock,5-250026-A.ogg,21
3183,Clapping,4-189828-A.ogg,10
3184,Breathing,1-30709-C.ogg,2
3185,Pig,4-234644-A.ogg,35
3186,Pig,3-253084-D.ogg,35
3187,Footsteps,5-263490-A.ogg,25
3188,Glass breaking,4-204119-A.ogg,27
3189,Cat,2-83934-A.ogg,6
3190,Crackling fire,4-170247-B.ogg,15
3191,Insects (flying),5-233787-A.ogg,31
3192,Water drops,2-139748-B.ogg,49
3193,Clapping,5-249937-A.ogg,10
3194,Toilet flush,5-202540-A.ogg,45
3195,Crackling fire,2-30322-A.ogg,15
3196,Frog,2-32515-A.ogg,26
3197,Footsteps,1-51147-A.ogg,25
3198,Brushing teeth,4-144468-A.ogg,3
3199,Clock tick,4-191327-A.ogg,12
3200,Frog,4-99644-B.ogg,26
3201,Glass breaking,5-257642-A.ogg,27
3202,Footsteps,4-117627-A.ogg,25
3203,Cow,3-152039-B.ogg,14
3204,Engine,4-186962-A.ogg,23
3205,Thunderstorm,5-156999-B.ogg,44
3206,Wind,5-217186-A.ogg,50
3207,Crickets,3-146033-A.ogg,16
3208,Train,3-138212-A.ogg,46
3209,Drinking - sipping,4-188595-A.ogg,22
3210,Door - wood creaks,5-161270-A.ogg,20
3211,Crackling fire,1-17742-A.ogg,15
3212,Coughing,3-142604-A.ogg,13
3213,Car horn,1-24074-A.ogg,5
3214,Glass breaking,2-173559-A.ogg,27
3215,Crow,4-138344-A.ogg,17
3216,Footsteps,3-103598-A.ogg,25
3217,Hen,1-31251-A.ogg,30
3218,Engine,2-106015-B.ogg,23
3219,Brushing teeth,5-147297-A.ogg,3
3220,Dog,3-155312-A.ogg,19
3221,Door - wood creaks,3-101381-A.ogg,20
3222,Brushing teeth,2-82071-A.ogg,3
3223,Can opening,3-147343-A.ogg,4
3224,Laughing,2-60791-A.ogg,33
3225,Pig,5-127990-A.ogg,35
3226,Pouring water,4-172377-A.ogg,36
3227,Vacuum cleaner,1-46744-A.ogg,47
3228,Chainsaw,4-169127-A.ogg,7
3229,Pouring water,3-161500-A.ogg,36
3230,Thunderstorm,4-125072-A.ogg,44
3231,Door - wood creaks,5-191497-A.ogg,20
3232,Water drops,4-168155-A.ogg,49
3233,Helicopter,4-175000-C.ogg,29
3234,Door - wood creaks,3-103401-A.ogg,20
3235,Cat,3-146972-A.ogg,6
3236,Can opening,1-101404-A.ogg,4
3237,Washing machine,2-59241-A.ogg,48
3238,Washing machine,4-218199-A.ogg,48
3239,Church bells,2-59565-A.ogg,9
3240,Hen,1-5996-A.ogg,30
3241,Frog,4-99644-D.ogg,26
3242,Sheep,1-196660-B.ogg,40
3243,Clock alarm,5-211408-A.ogg,11
3244,Drinking - sipping,3-140323-A.ogg,22
3245,Rooster,2-71162-A.ogg,38
3246,Dog,5-203128-B.ogg,19
3247,Toilet flush,4-119720-A.ogg,45
3248,Sheep,1-49409-B.ogg,40
3249,Wind,5-117773-A.ogg,50
3250,Sea waves,4-182613-B.ogg,39
3251,Door - wood creaks,5-177779-A.ogg,20
3252,Insects (flying),5-198278-C.ogg,31
3253,Mouse click,3-185313-A.ogg,34
3254,Dog,5-217158-A.ogg,19
3255,Keyboard typing,3-144120-A.ogg,32
3256,Crow,5-222041-A.ogg,17
3257,Dog,2-116400-A.ogg,19
3258,Clock alarm,3-120526-A.ogg,11
3259,Church bells,3-87936-A.ogg,9
3260,Thunderstorm,2-39945-A.ogg,44
3261,Washing machine,4-218199-C.ogg,48
3262,Crickets,2-85139-A.ogg,16
3263,Glass breaking,2-112213-A.ogg,27
3264,Glass breaking,4-204115-A.ogg,27
3265,Fireworks,5-160614-B.ogg,24
3266,Laughing,3-152997-A.ogg,33
3267,Footsteps,4-198962-A.ogg,25
3268,Vacuum cleaner,2-122820-A.ogg,47
